 Voltage, WL1, WL2, WL3, WL4, WL5, NTC, EC, Time, Percentage
 5, 1023, 1023, 1023, 1023, 1023 
 10, 1023, 1022, 1023, 1023, 1023 
 15, 1022, 1023, 1023, 1023, 1023 
 20, 1023, 1023, 1023, 1023, 1023 
 25, 1023, 1023, 1023, 1023, 1023 
 30, 1023, 1023, 1023, 1023, 1023 
 35, 1023, 1023, 1023, 1023, 1023 
 40, 1023, 1023, 1023, 1023, 1023 
 45, 1023, 1021, 1023, 1023, 1023 
 50, 1023, 1023, 1023, 1023, 1023 
 55, 1023, 1023, 1023, 1023, 1023 
 60, 1023, 1023, 1023, 1023, 1023 
 65, 1023, 1023, 1023, 1023, 1023 
 70, 1023, 1023, 1023, 1023, 1023 
 75, 1023, 1023, 1023, 1023, 1023 
 80, 1023, 1023, 1023, 1023, 1023 
 85, 1023, 1023, 1023, 1023, 1023 
 90, 1023, 1023, 1023, 1023, 1023 
 95, 1023, 1023, 1023, 1023, 1023 
 100, 1023, 1023, 1023, 1023, 1023 
 105, 1023, 1023, 1022, 1023, 1023 
 110, 1023, 1023, 1023, 1023, 1023 
 115, 1023, 1023, 1023, 1022, 1023 
 120, 1023, 1023, 1023, 1023, 1023 
 125, 1023, 1023, 1023, 1023, 1023 
 130, 1023, 1023, 1023, 1023, 1023 
 135, 1023, 1023, 1023, 1023, 1023 
 140, 1023, 1023, 1023, 1023, 1023 
 145, 1023, 1023, 1023, 1023, 1023 
 150, 1023, 1023, 1023, 1023, 1023 
 155, 1023, 1022, 1023, 1023, 1023 
 160, 1023, 1023, 1023, 1023, 1023 
 165, 1023, 1022, 1023, 1023, 1023 
 170, 1023, 1023, 1023, 1023, 1023 
 175, 1023, 1023, 1023, 1023, 1023 
 180, 1021, 1022, 1023, 1023, 1023 
 185, 1023, 1023, 1023, 1023, 1023 
 190, 1021, 1023, 1023, 1023, 1023 
 195, 1023, 1023, 1023, 1023, 1023 
 200, 1023, 1023, 1023, 1023, 1023 
 205, 1023, 1023, 1023, 1023, 1023 
 210, 1023, 1023, 1023, 1023, 1023 
 215, 1022, 1023, 1023, 1023, 1023 
 220, 1023, 1023, 1023, 1023, 1023 
 225, 1023, 1023, 1023, 1023, 1023 
 230, 1023, 1023, 1023, 1023, 1023 
 235, 1023, 1023, 1023, 1023, 1023 
 240, 1022, 1023, 1023, 1023, 1023 
 245, 1023, 1023, 1023, 1023, 1023 
 250, 1023, 1023, 1023, 1023, 1023 
 255, 1023, 1023, 1023, 1023, 1023 
 260, 1023, 1023, 1023, 1023, 1023 
 265, 1023, 1022, 1022, 1023, 1023 
 270, 1023, 1023, 1023, 1023, 1023 
 275, 1023, 1023, 1023, 1023, 1023 
 280, 1023, 1023, 1023, 1023, 1023 
 285, 1023, 1023, 1023, 1023, 1023 
 290, 1023, 1023, 1023, 1023, 1023 
 295, 1023, 1023, 1023, 1023, 1023 
 300, 1023, 1023, 1023, 1023, 1023, 85, 1023 
 305, 1022, 1023, 1023, 1023, 1023 
 310, 1023, 1023, 1023, 1023, 1023 
 315, 1023, 1023, 1023, 1023, 1023 
 320, 1023, 1023, 1023, 1023, 1023 
 325, 1023, 1023, 1023, 1023, 1023 
 330, 1023, 1023, 1023, 1023, 1023 
 335, 1023, 1022, 1022, 1022, 1023 
 340, 1023, 1023, 1023, 1023, 1023 
 345, 1023, 1023, 1023, 1023, 1023 
 350, 1022, 1023, 1022, 1023, 1023 
 355, 1023, 1023, 1023, 1023, 1023 
 360, 1023, 1023, 1023, 1023, 1023 
 365, 1023, 1023, 1023, 1023, 1023 
 370, 1021, 1023, 1023, 1023, 1023 
 375, 1023, 1023, 1023, 1023, 1023 
 380, 1023, 1023, 1023, 1023, 1023 
 385, 1023, 1023, 1023, 1023, 1023 
 390, 1023, 1023, 1023, 1023, 1023 
 395, 1023, 1023, 1023, 1023, 1023 
 400, 1023, 1023, 1023, 1023, 1023 
 405, 1023, 1023, 1023, 1023, 1023 
 410, 1023, 1023, 1023, 1023, 1023 
 415, 1023, 1023, 1023, 1022, 1023 
 420, 1023, 1023, 1023, 1023, 1023 
 425, 1023, 1023, 1023, 1023, 1023 
 430, 1023, 1023, 1023, 1023, 1023 
 435, 1023, 1023, 1023, 1023, 1023 
 440, 1022, 1023, 1023, 1023, 1023 
 445, 1023, 1023, 1023, 1023, 1023 
 450, 1023, 1023, 1023, 1023, 1023 
 455, 1023, 1023, 1023, 1023, 1023 
 460, 1023, 1023, 1023, 1023, 1023 
 465, 1023, 1023, 1023, 1023, 1023 
 470, 1023, 1023, 1023, 1023, 1023 
 475, 1023, 1023, 1023, 1023, 1023 
 480, 1022, 1022, 1023, 1023, 1023 
 485, 1023, 1023, 1023, 1023, 1023 
 490, 1023, 1023, 1023, 1022, 1023 
 495, 1023, 1023, 1023, 1023, 1023 
 500, 1023, 1023, 1023, 1023, 1023 
 505, 1023, 1023, 1023, 1023, 1023 
 510, 1023, 1023, 1023, 1023, 1023 
 515, 1023, 1023, 1023, 1023, 1023 
 520, 1023, 1023, 1023, 1023, 1023 
 525, 1023, 1023, 1023, 1023, 1023 
 530, 1023, 1023, 1023, 1023, 1023 
 535, 1023, 1023, 1023, 1023, 1023 
 540, 1023, 1023, 1023, 1023, 1023 
 545, 1023, 1023, 1023, 1023, 1023 
 550, 1022, 1023, 1023, 1023, 1023 
 555, 1023, 1023, 1023, 1023, 1023 
 560, 1023, 1023, 1023, 1023, 1023 
 565, 1023, 1023, 1023, 1023, 1023 
 570, 1023, 1023, 1023, 1023, 1023 
 575, 1023, 1023, 1023, 1023, 1023 
 580, 1023, 1023, 1023, 1023, 1023 
 585, 1023, 1023, 1023, 1023, 1023 
